id,hour,기온,강수확률,풍속,습도,가시성,오존,pm10,pm2.5,count,busy_hour
398,6,17.3,0.0,1.2,90.0,533,0.021,26,20,37.0,0
427,6,13.4,0.0,1.9,78.0,815,0.02,53,26,36.0,0
621,6,13.5,0.0,0.5,49.0,2000,0.051,29,18,37.0,0
640,6,14.0,0.0,0.4,71.0,533,0.069,82,50,9.0,0
687,6,17.7,0.0,0.6,56.0,2000,0.014,31,20,49.0,0
688,6,9.8,0.0,0.1,84.0,874,0.009,35,27,32.0,0
702,6,10.4,0.0,1.7,50.0,1976,0.024,94,27,30.0,0
719,6,7.2,0.0,0.6,55.0,831,0.004,78,68,19.0,0
754,6,14.9,0.0,0.9,51.0,1308,0.032,62,37,34.0,0
764,6,15.5,0.0,0.4,66.0,465,0.013,119,75,28.0,0
808,6,8.9,0.0,1.4,53.0,2000,0.029,28,19,36.0,0
865,6,9.4,0.0,2.5,85.0,370,0.022,56,49,11.0,0
919,6,12.5,0.0,2.5,64.0,2000,0.033,41,13,40.0,0
972,6,11.1,0.0,1.5,83.0,430,0.047,70,41,15.0,0
974,6,14.7,1.0,0.1,93.0,153,0.02,59,31,3.0,0
977,6,16.2,0.0,2.0,61.0,1721,0.029,35,26,19.0,0
979,6,18.3,0.0,2.3,64.0,1403,0.026,55,32,18.0,0
987,6,18.7,0.0,1.0,72.0,634,0.029,56,31,53.0,0
1077,6,11.3,0.0,2.0,51.0,1577,0.039,93,25,27.0,0
1126,6,14.8,0.0,0.9,51.0,1538,0.025,51,26,15.0,0
1228,6,17.4,0.0,1.1,69.0,1698,0.009,35,23,31.0,0
1231,6,10.4,0.0,3.6,12.0,2000,0.048,35,9,23.0,0
1247,6,14.4,0.0,1.5,52.0,2000,0.018,30,21,19.0,0
1259,6,12.6,0.0,0.4,78.0,1192,0.004,32,20,28.0,0
1286,6,11.6,0.0,2.0,73.0,636,0.03,67,40,36.0,0
1298,6,5.6,0.0,1.0,80.0,1782,0.021,17,31,9.0,0
1336,6,11.4,0.0,2.4,84.0,815,0.04,58,21,10.0,0
1358,6,9.5,0.0,0.8,73.0,673,0.035,65,38,15.0,0
1394,6,19.4,0.0,2.3,65.0,613,0.056,80,48,33.0,0
1398,6,16.1,0.0,0.2,75.0,1351,0.037,27,23,34.0,0
1463,6,7.1,0.0,1.0,68.0,2000,0.029,55,13,22.0,0
1488,6,15.4,0.0,0.7,69.0,857,0.041,46,32,23.0,0
1506,6,11.1,0.0,1.7,75.0,1105,0.035,78,20,14.0,0
1549,6,15.6,0.0,1.1,63.0,1211,0.023,45,31,30.0,0
1561,6,14.0,0.0,0.7,51.0,2000,0.013,42,26,33.0,0
1580,6,7.9,0.0,0.3,75.0,1472,0.036,43,17,21.0,0
1590,6,18.2,0.0,0.4,80.0,661,0.059,48,30,46.0,0
1598,6,13.1,0.0,0.7,84.0,236,0.041,112,66,19.0,0
1612,6,16.0,0.0,1.3,56.0,1675,0.005,65,50,37.0,0
1653,6,10.7,0.0,2.5,99.0,78,0.034,32,28,5.0,0
1667,6,13.2,0.0,1.1,48.0,1897,0.008,47,35,23.0,0
1750,6,4.9,0.0,1.5,67.0,746,0.04,67,63,24.0,0
1777,6,10.5,0.0,1.1,42.0,1825,0.059,60,38,20.0,0
1782,6,9.0,0.0,2.1,90.0,245,0.031,37,31,20.0,0
1824,6,13.4,0.0,1.6,80.0,1088,0.031,33,20,35.0,0
1886,6,3.3,0.0,1.2,83.0,1219,0.016,33,30,7.0,0
1903,6,10.9,0.0,3.6,39.0,2000,0.045,31,25,25.0,0
1907,6,16.1,0.0,2.1,73.0,694,0.029,41,28,37.0,0
1995,6,15.4,0.0,1.7,57.0,1234,0.031,119,27,11.0,0
2099,6,15.1,0.0,0.3,88.0,415,0.05,60,34,14.0,0
2128,6,8.5,0.0,1.5,55.0,2000,0.036,31,18,29.0,0
47,7,10.9,0.0,0.8,77.0,1092,0.035,79,17,18.0,1
90,7,8.9,0.0,0.2,75.0,642,0.033,66,36,19.0,1
129,7,13.2,0.0,0.9,55.0,2000,0.041,34,17,100.0,1
133,7,17.7,0.0,0.6,66.0,1996,0.006,34,28,106.0,1
137,7,6.4,0.0,0.7,83.0,1147,0.018,55,21,82.0,1
189,7,10.7,0.0,1.3,93.0,177,0.015,71,58,6.0,1
232,7,11.4,0.0,1.6,82.0,460,0.039,74,44,12.0,1
272,7,15.8,0.0,2.0,73.0,776,0.036,30,23,109.0,1
283,7,7.0,0.0,1.0,57.0,835,0.004,79,69,71.0,1
290,7,16.2,0.0,1.7,51.0,1583,0.004,65,46,87.0,1
405,7,17.0,0.0,1.4,89.0,536,0.021,29,22,103.0,1
444,7,4.4,0.0,0.6,71.0,633,0.033,76,71,76.0,1
492,7,13.7,0.0,0.3,71.0,508,0.062,81,50,19.0,1
520,7,10.0,0.0,0.5,51.0,1948,0.028,84,25,72.0,1
568,7,12.8,0.0,1.4,84.0,235,0.031,114,67,39.0,1
623,7,14.8,0.0,1.3,55.0,1305,0.017,65,42,65.0,1
641,7,17.8,0.0,1.2,58.0,2000,0.012,30,22,108.0,1
661,7,11.1,0.0,1.3,84.0,967,0.034,54,19,21.0,1
694,7,7.9,0.0,1.0,55.0,2000,0.028,30,19,96.0,1
762,7,14.6,1.0,0.9,94.0,108,0.019,58,29,37.0,1
767,7,13.7,0.0,2.5,77.0,772,0.023,47,26,78.0,1
777,7,5.6,0.0,0.4,79.0,1992,0.007,19,18,20.0,1
800,7,10.9,0.0,2.0,61.0,973,0.028,61,38,85.0,1
811,7,13.9,0.0,0.7,54.0,2000,0.006,42,26,106.0,1
821,7,14.7,0.0,2.1,54.0,2000,0.024,31,23,18.0,1
829,7,18.7,0.0,2.0,69.0,915,0.025,56,31,127.0,1
845,7,15.1,0.0,0.5,67.0,1008,0.027,48,30,76.0,1
883,7,15.3,0.0,2.6,69.0,291,0.014,124,79,82.0,1
896,7,14.6,0.0,0.6,53.0,1532,0.014,56,31,23.0,1
1019,7,9.3,0.0,1.9,14.0,2000,0.04,42,11,73.0,1
1033,7,15.5,0.0,1.1,66.0,1211,0.022,55,36,32.0,1
1043,7,10.4,0.0,2.5,44.0,2000,0.039,34,26,81.0,1
1130,7,8.6,0.0,1.0,85.0,490,0.004,75,38,24.0,1
1226,7,7.6,0.0,0.2,76.0,1677,0.01,49,22,77.0,1
1347,7,10.5,0.0,2.9,99.0,107,0.029,29,26,15.0,1
1366,7,13.4,0.0,1.3,80.0,912,0.028,36,15,98.0,1
1389,7,13.7,0.0,0.2,80.0,1355,0.026,31,22,23.0,1
1397,7,14.8,0.0,1.3,87.0,397,0.055,51,34,26.0,1
1410,7,3.1,0.0,0.4,83.0,839,0.005,34,31,14.0,1
1412,7,9.0,0.0,1.1,79.0,817,0.027,50,23,90.0,1
1432,7,15.3,0.0,1.1,54.0,1326,0.025,117,30,24.0,1
1448,7,9.0,0.0,2.6,90.0,253,0.031,31,31,70.0,1
1466,7,12.3,0.0,0.1,78.0,1126,0.003,34,24,101.0,1
1478,7,12.9,0.0,2.7,42.0,2000,0.035,19,10,103.0,1
1532,7,11.4,0.0,0.8,35.0,1100,0.022,64,55,31.0,1
1546,7,18.5,0.0,1.2,77.0,629,0.055,48,32,117.0,1
1558,7,7.0,0.0,1.1,75.0,1981,0.023,57,14,88.0,1
1662,7,13.2,0.0,0.6,85.0,431,0.023,50,39,17.0,1
1811,7,8.3,0.0,1.6,55.0,2000,0.005,32,21,82.0,1
1813,7,13.0,0.0,0.8,46.0,1870,0.007,47,33,72.0,1
1816,7,10.1,0.0,0.8,84.0,757,0.019,40,33,100.0,1
1854,7,11.2,0.0,1.8,52.0,1655,0.037,95,30,90.0,1
1916,7,16.0,0.0,0.6,75.0,1159,0.032,27,18,117.0,1
1938,7,9.1,0.0,1.8,87.0,266,0.011,61,51,21.0,1
1944,7,17.9,0.0,1.6,67.0,1420,0.029,53,29,26.0,1
1961,7,10.1,0.0,0.9,29.0,1078,0.038,223,22,13.0,1
1985,7,19.5,0.0,3.3,67.0,620,0.06,73,47,90.0,1
1991,7,10.1,0.0,1.1,42.0,1913,0.05,59,36,82.0,1
2030,7,16.1,0.0,1.3,64.0,1522,0.025,38,26,26.0,1
2118,7,9.6,0.0,0.9,73.0,827,0.021,59,30,16.0,1
2150,7,12.4,0.0,2.3,67.0,2000,0.023,43,15,104.0,1
36,8,12.6,0.0,5.3,53.0,1576,0.014,52,40,209.0,1
160,8,19.4,0.0,2.7,71.0,627,0.053,68,39,191.0,1
295,8,9.2,0.0,0.8,90.0,347,0.022,39,31,160.0,1
329,8,15.0,0.0,1.1,50.0,1465,0.006,54,29,46.0,1
342,8,10.3,0.0,4.3,43.0,2000,0.032,34,26,195.0,1
445,8,14.7,0.0,1.6,70.0,1577,0.026,28,16,56.0,1
460,8,8.1,0.0,0.4,70.0,1378,0.007,52,25,194.0,1
480,8,14.5,1.0,1.9,94.0,128,0.013,60,34,165.0,1
498,8,19.2,0.0,1.6,56.0,2000,0.008,31,19,267.0,1
524,8,9.0,0.0,2.5,17.0,2000,0.018,41,13,197.0,1
533,8,14.8,0.0,1.1,52.0,2000,0.015,37,22,224.0,1
557,8,10.7,0.0,2.0,45.0,1881,0.024,45,24,212.0,1
565,8,11.4,0.0,2.1,82.0,440,0.027,74,42,43.0,1
602,8,19.0,0.0,1.4,75.0,537,0.049,55,33,222.0,1
630,8,13.5,0.0,0.8,78.0,972,0.024,36,19,189.0,1
642,8,9.5,0.0,1.5,72.0,955,0.02,47,22,214.0,1
653,8,15.7,0.0,1.4,51.0,1157,0.01,66,41,169.0,1
677,8,14.3,0.0,0.6,69.0,493,0.061,87,52,33.0,1
709,8,16.5,0.0,0.6,62.0,1600,0.022,37,28,51.0,1
724,8,18.2,0.0,0.8,63.0,1987,0.005,36,25,215.0,1
732,8,10.5,0.0,0.6,35.0,1953,0.038,47,27,155.0,1
772,8,13.7,0.0,3.3,40.0,2000,0.032,17,9,215.0,1
778,8,7.7,0.0,1.5,66.0,1695,0.01,76,19,184.0,1
831,8,10.0,1.0,3.5,99.0,106,0.029,26,24,41.0,1
840,8,10.7,0.0,1.2,92.0,186,0.021,66,55,36.0,1
864,8,18.0,0.0,0.3,61.0,1373,0.021,52,28,57.0,1
876,8,17.0,0.0,1.2,65.0,986,0.021,32,22,212.0,1
884,8,8.7,0.0,1.7,50.0,2000,0.006,36,19,201.0,1
897,8,13.3,0.0,0.6,66.0,1144,0.006,41,28,217.0,1
986,8,13.7,0.0,1.9,65.0,468,0.022,116,69,93.0,1
1076,8,12.9,0.0,2.1,86.0,443,0.014,56,38,48.0,1
1079,8,14.2,0.0,2.1,75.0,768,0.013,51,25,226.0,1
1106,8,16.6,0.0,0.9,63.0,697,0.03,33,24,208.0,1
1145,8,12.5,0.0,1.6,48.0,1521,0.033,102,30,171.0,1
1181,8,13.2,0.0,0.5,52.0,2000,0.023,35,16,189.0,1
1200,8,3.2,0.0,0.4,83.0,728,0.004,30,31,21.0,1
1218,8,16.6,0.0,3.1,46.0,1341,0.005,64,44,169.0,1
1249,8,11.9,0.0,2.4,71.0,1339,0.038,86,20,34.0,1
1254,8,11.9,0.0,2.2,71.0,1632,0.025,48,19,41.0,1
1268,8,11.6,0.0,2.0,37.0,1143,0.01,64,51,35.0,1
1312,8,19.5,0.0,2.0,64.0,901,0.04,53,39,241.0,1
1376,8,6.3,0.0,1.9,76.0,1344,0.013,61,24,192.0,1
1405,8,5.4,0.0,1.9,78.0,1993,0.01,18,18,38.0,1
1447,8,17.4,0.0,0.8,80.0,758,0.014,25,20,236.0,1
1465,8,13.3,0.0,3.3,65.0,1814,0.015,44,10,221.0,1
1516,8,15.8,0.0,1.4,57.0,1077,0.031,47,29,202.0,1
1517,8,10.1,0.0,2.0,70.0,788,0.016,61,29,47.0,1
1520,8,15.6,0.0,2.2,53.0,1036,0.028,126,32,29.0,1
1582,8,6.7,0.0,2.1,58.0,801,0.004,81,67,181.0,1
1630,8,15.5,0.0,1.0,83.0,335,0.035,51,32,61.0,1
1663,8,8.9,0.0,0.9,77.0,613,0.005,82,40,35.0,1
1735,8,4.5,0.0,0.1,73.0,510,0.023,84,81,146.0,1
1743,8,15.3,0.0,1.5,68.0,272,0.026,142,89,163.0,1
1856,8,10.7,0.0,1.3,82.0,731,0.012,46,36,180.0,1
2015,8,9.1,0.0,2.2,53.0,1939,0.013,34,15,200.0,1
2027,8,10.1,0.0,1.6,54.0,1967,0.031,81,22,159.0,1
2032,8,9.3,0.0,0.2,67.0,661,0.033,70,38,43.0,1
2062,8,16.1,0.0,1.0,55.0,945,0.024,54,35,54.0,1
2075,8,10.6,0.0,0.7,22.0,974,0.026,214,21,34.0,1
2080,8,16.3,0.0,1.9,49.0,2000,0.027,28,19,37.0,1
2121,8,8.6,0.0,2.0,89.0,223,0.01,74,64,34.0,1
19,9,13.8,0.0,1.9,64.0,1344,0.039,93,19,39.0,1
24,9,14.1,0.0,3.2,59.0,1808,0.028,52,18,59.0,1
125,9,15.1,0.0,2.2,71.0,791,0.016,53,24,104.0,1
166,9,10.1,0.0,0.4,60.0,1421,0.013,52,24,107.0,1
196,9,18.7,0.0,1.3,43.0,1108,0.01,71,40,97.0,1
202,9,14.7,0.0,2.0,68.0,589,0.01,65,44,60.0,1
217,9,17.6,0.0,0.9,47.0,1892,0.013,36,22,121.0,1
244,9,12.4,0.0,1.6,77.0,550,0.029,73,41,74.0,1
306,9,21.3,0.0,1.2,45.0,1993,0.008,31,19,129.0,1
370,9,8.8,0.0,1.8,44.0,833,0.005,86,69,88.0,1
397,9,11.2,0.0,0.8,67.0,660,0.009,75,38,70.0,1
453,9,15.1,0.0,4.2,63.0,1849,0.028,39,21,118.0,1
464,9,19.8,0.0,0.6,57.0,1721,0.008,40,29,138.0,1
502,9,15.0,0.0,2.9,59.0,1921,0.018,58,17,113.0,1
527,9,13.4,0.0,2.6,21.0,986,0.027,212,20,59.0,1
574,9,9.8,0.0,3.3,58.0,1263,0.01,107,21,124.0,1
580,9,15.3,0.0,1.5,43.0,1084,0.032,110,29,95.0,1
628,9,12.2,0.0,1.9,42.0,1946,0.01,41,26,106.0,1
658,9,18.0,0.0,1.8,44.0,1961,0.03,31,20,79.0,1
684,9,12.1,0.0,1.9,58.0,771,0.032,65,36,60.0,1
706,9,9.7,0.0,3.0,99.0,165,0.023,25,22,52.0,1
801,9,19.2,0.0,1.6,50.0,789,0.027,50,29,115.0,1
843,9,12.4,0.0,2.0,35.0,1927,0.024,43,20,125.0,1
875,9,14.6,0.0,4.8,38.0,2000,0.029,19,11,149.0,1
882,9,10.9,0.0,1.9,50.0,1844,0.012,84,24,98.0,1
893,9,19.5,0.0,1.2,57.0,906,0.016,31,19,124.0,1
932,9,11.3,0.0,1.4,90.0,230,0.018,67,59,43.0,1
935,9,4.9,0.0,2.0,74.0,879,0.008,35,35,30.0,1
957,9,6.6,0.0,1.7,71.0,1871,0.015,16,16,52.0,1
1004,9,12.0,0.0,3.6,55.0,1999,0.016,44,29,107.0,1
1007,9,16.4,0.0,1.0,62.0,503,0.072,86,51,57.0,1
1020,9,12.1,0.0,4.1,35.0,1975,0.028,36,28,94.0,1
1129,9,17.1,0.0,1.6,50.0,1416,0.007,64,44,82.0,1
1147,9,19.6,0.0,1.4,54.0,1343,0.017,49,29,79.0,1
1240,9,19.3,0.0,1.8,72.0,795,0.017,26,17,135.0,1
1276,9,19.9,0.0,0.9,72.0,522,0.053,61,37,137.0,1
1287,9,15.1,0.0,1.2,68.0,1269,0.022,35,17,115.0,1
1345,9,9.8,0.0,2.2,17.0,2000,0.019,43,10,105.0,1
1396,9,17.0,0.0,1.8,60.0,1929,0.029,28,16,87.0,1
1428,9,11.8,0.0,2.0,80.0,584,0.017,43,33,113.0,1
1450,9,18.3,0.0,0.7,49.0,1926,0.022,44,24,64.0,1
1464,9,17.4,0.0,0.3,39.0,1457,0.009,53,27,72.0,1
1524,9,9.1,0.0,1.3,88.0,224,0.015,77,67,49.0,1
1584,9,11.4,0.0,0.7,59.0,1297,0.021,45,25,119.0,1
1588,9,9.8,0.0,0.3,83.0,471,0.021,36,31,86.0,1
1593,9,13.0,0.0,2.6,65.0,582,0.012,71,36,79.0,1
1594,9,16.0,0.0,0.5,54.0,1192,0.012,127,33,53.0,1
1615,9,17.1,0.0,3.4,76.0,451,0.03,65,39,74.0,1
1627,9,16.6,0.0,2.7,44.0,1134,0.029,89,50,108.0,1
1763,9,19.7,0.0,2.7,71.0,718,0.052,60,38,107.0,1
1862,9,8.7,0.0,1.7,63.0,1483,0.012,67,34,92.0,1
1866,9,15.6,0.0,0.8,58.0,963,0.01,51,30,140.0,1
1877,9,6.4,0.0,0.6,62.0,453,0.02,90,79,87.0,1
1881,9,20.8,0.0,2.2,58.0,1095,0.039,53,30,132.0,1
1883,9,11.2,0.0,1.8,44.0,1901,0.022,30,18,121.0,1
1891,9,18.5,0.0,3.8,58.0,975,0.037,35,27,133.0,1
1950,9,15.0,1.0,1.4,94.0,361,0.018,47,27,111.0,1
1970,9,17.0,0.0,0.4,59.0,318,0.021,143,86,91.0,1
2034,9,13.4,0.0,3.2,29.0,2000,0.033,42,23,115.0,1
2091,9,11.9,0.0,0.8,45.0,965,0.005,69,58,59.0,1
2122,9,18.8,0.0,0.5,49.0,1132,0.027,39,23,75.0,1
22,10,15.4,0.0,2.7,62.0,1362,0.039,99,21,42.0,0
27,10,9.2,0.0,1.9,55.0,462,0.023,91,84,60.0,0
35,10,15.4,0.0,3.1,19.0,1225,0.032,199,18,58.0,0
50,10,16.8,0.0,1.8,62.0,955,0.016,55,23,81.0,0
85,10,16.6,0.0,3.1,53.0,1945,0.027,76,14,89.0,0
91,10,12.1,0.0,1.5,47.0,1842,0.009,90,25,60.0,0
114,10,20.4,0.0,1.7,39.0,1631,0.023,39,22,101.0,0
140,10,16.8,0.0,2.1,63.0,1086,0.026,36,18,99.0,0
169,10,11.7,0.0,1.0,34.0,914,0.009,90,70,65.0,0
174,10,9.5,0.0,2.7,99.0,182,0.023,24,23,37.0,0
206,10,18.2,0.0,2.4,60.0,527,0.025,61,30,66.0,0
274,10,13.4,0.0,2.8,35.0,2000,0.024,30,20,92.0,0
310,10,19.4,0.0,3.6,37.0,1462,0.04,81,38,83.0,0
351,10,14.4,0.0,3.1,32.0,1767,0.029,42,22,79.0,0
376,10,17.2,0.0,0.8,56.0,648,0.018,67,48,75.0,0
426,10,7.7,0.0,0.5,65.0,990,0.011,35,30,55.0,0
465,10,11.9,1.0,2.4,54.0,935,0.005,73,61,30.0,0
466,10,20.7,0.0,4.1,43.0,1480,0.044,32,21,109.0,0
469,10,23.3,0.0,1.4,33.0,1994,0.009,32,20,118.0,0
489,10,15.1,0.0,7.3,37.0,1992,0.04,45,19,66.0,0
523,10,21.5,0.0,1.1,65.0,1302,0.02,27,18,87.0,0
635,10,16.6,0.0,0.9,53.0,1145,0.011,128,30,63.0,0
655,10,21.6,0.0,1.4,40.0,1739,0.026,45,28,95.0,0
733,10,12.8,0.0,1.8,81.0,325,0.015,74,67,55.0,0
744,10,10.2,0.0,2.6,84.0,261,0.013,72,62,55.0,0
780,10,16.0,0.0,2.8,84.0,976,0.028,46,31,95.0,0
813,10,19.1,0.0,2.4,69.0,682,0.039,56,33,89.0,0
816,10,19.1,0.0,2.0,54.0,1873,0.032,29,18,101.0,0
856,10,20.8,0.0,1.8,45.0,1988,0.03,53,21,94.0,0
910,10,12.6,0.0,2.5,50.0,2000,0.018,42,25,76.0,0
954,10,19.8,0.0,2.1,48.0,488,0.032,130,73,106.0,0
975,10,13.8,0.0,0.3,54.0,889,0.014,78,35,78.0,0
991,10,19.8,0.0,2.8,71.0,679,0.048,60,36,74.0,0
1027,10,21.0,0.0,0.3,57.0,1463,0.01,41,27,99.0,0
1036,10,16.2,0.0,2.9,36.0,2000,0.033,22,10,107.0,0
1058,10,12.2,0.0,3.5,41.0,1594,0.02,131,24,76.0,0
1161,10,22.5,0.0,1.4,48.0,1364,0.039,47,29,92.0,0
1192,10,21.8,0.0,1.0,34.0,1092,0.016,68,39,92.0,0
1198,10,20.0,0.0,1.0,32.0,1777,0.015,58,31,95.0,0
1204,10,21.1,0.0,1.1,66.0,535,0.057,64,41,95.0,0
1210,10,22.3,0.0,1.4,54.0,990,0.016,35,23,90.0,0
1243,10,17.8,0.0,2.1,47.0,764,0.054,166,41,71.0,0
1359,10,14.8,0.0,1.9,37.0,1688,0.018,48,25,72.0,0
1374,10,11.1,0.0,3.9,18.0,1963,0.027,55,12,77.0,0
1421,10,11.2,0.0,1.5,58.0,1275,0.019,66,24,70.0,0
1440,10,11.5,0.0,2.7,75.0,657,0.011,37,30,66.0,0
1496,10,8.7,0.0,0.6,61.0,1949,0.018,21,20,61.0,0
1530,10,14.4,0.0,2.1,49.0,1581,0.025,49,25,82.0,0
1531,10,12.7,0.0,0.9,52.0,1566,0.021,53,25,64.0,0
1681,10,20.9,0.0,2.1,35.0,1944,0.031,28,19,84.0,0
1752,10,14.0,0.0,3.6,29.0,2000,0.033,38,25,76.0,0
1887,10,21.7,0.0,0.9,47.0,1849,0.023,49,30,97.0,0
1902,10,13.5,0.0,3.5,71.0,838,0.022,48,35,82.0,0
1917,10,14.2,0.0,1.8,51.0,990,0.042,58,30,101.0,0
1933,10,14.7,0.0,1.8,66.0,668,0.046,69,38,66.0,0
1956,10,18.2,0.0,1.0,52.0,1126,0.01,51,28,96.0,0
2006,10,15.5,0.0,1.9,53.0,632,0.017,82,42,106.0,0
2012,10,15.7,0.0,2.7,61.0,1203,0.035,42,26,79.0,0
2064,10,17.3,0.0,1.0,41.0,1757,0.007,70,40,13.0,0
2078,10,15.8,0.0,5.0,55.0,1903,0.042,48,15,84.0,0
2116,10,21.1,0.0,1.4,40.0,1855,0.03,45,27,81.0,0
58,11,21.2,0.0,2.3,45.0,1929,0.034,30,19,115.0,0
89,11,23.4,0.0,2.3,34.0,1911,0.042,44,25,95.0,0
124,11,15.0,0.0,1.4,50.0,1517,0.03,48,24,86.0,0
145,11,23.3,0.0,1.2,32.0,1001,0.027,63,33,104.0,0
158,11,21.5,0.0,1.9,37.0,1284,0.053,90,37,112.0,0
221,11,22.2,0.0,2.2,38.0,676,0.04,106,52,85.0,0
235,11,17.4,0.0,2.7,46.0,876,0.019,76,35,111.0,0
280,11,19.6,0.0,2.9,50.0,602,0.061,193,54,66.0,0
339,11,16.4,0.0,4.1,26.0,1923,0.034,40,16,101.0,0
385,11,14.9,0.0,2.5,33.0,1928,0.023,38,20,85.0,0
472,11,24.0,0.0,2.2,42.0,1966,0.038,44,26,121.0,0
473,11,23.4,0.0,1.8,58.0,690,0.057,64,40,95.0,0
625,11,22.0,0.0,2.0,39.0,1677,0.037,46,28,88.0,0
676,11,16.9,0.0,5.5,35.0,1948,0.045,51,13,52.0,0
716,11,22.9,0.0,2.1,31.0,1947,0.04,25,18,127.0,0
743,11,17.2,0.0,2.9,74.0,1307,0.029,39,25,81.0,0
747,11,24.0,0.0,1.5,48.0,1303,0.017,45,28,92.0,0
750,11,17.1,0.0,5.3,40.0,1984,0.043,53,14,110.0,0
757,11,18.4,0.0,0.9,57.0,1437,0.027,39,21,78.0,0
789,11,16.8,0.0,1.3,61.0,682,0.042,69,40,109.0,0
804,11,17.1,0.0,2.4,55.0,1982,0.035,55,12,98.0,0
835,11,14.5,0.0,2.1,67.0,912,0.027,44,32,75.0,0
911,11,20.3,0.0,2.4,69.0,670,0.054,58,38,85.0,0
912,11,20.3,0.0,2.6,56.0,576,0.03,60,30,95.0,0
952,11,24.0,0.0,1.7,34.0,1319,0.019,72,42,114.0,0
1072,11,9.3,0.0,2.3,60.0,1966,0.014,32,30,98.0,0
1125,11,12.5,0.0,1.6,44.0,1725,0.011,91,30,64.0,0
1164,11,22.8,0.0,3.0,53.0,1838,0.017,34,23,100.0,0
1170,11,14.5,0.0,2.2,61.0,772,0.016,43,41,71.0,0
1195,11,16.8,0.0,3.2,61.0,1129,0.046,47,25,94.0,0
1372,11,12.3,0.0,4.5,13.0,2000,0.036,48,13,82.0,0
1388,11,15.1,0.0,1.6,27.0,989,0.018,73,62,56.0,0
1457,11,16.9,0.0,1.8,35.0,1283,0.05,61,32,113.0,0
1458,11,24.4,0.0,1.9,41.0,1362,0.035,48,27,90.0,0
1481,11,14.7,0.0,3.6,76.0,447,0.017,84,70,86.0,0
1482,11,17.8,0.0,0.9,39.0,1628,0.006,77,40,10.0,0
1483,11,23.5,0.0,3.0,33.0,1801,0.03,50,32,108.0,0
1494,11,13.7,0.0,3.8,36.0,1789,0.034,100,24,73.0,0
1526,11,22.7,0.0,4.7,41.0,1781,0.048,38,21,85.0,0
1581,11,9.6,0.0,3.3,99.0,269,0.024,22,30,37.0,0
1589,11,17.6,0.0,2.3,30.0,1064,0.032,43,20,88.0,0
1599,11,16.3,0.0,3.5,20.0,2000,0.036,31,21,76.0,0
1601,11,22.7,0.0,2.9,38.0,1967,0.043,26,20,111.0,0
1715,11,18.3,0.0,2.7,33.0,2000,0.029,25,13,133.0,0
1767,11,20.1,0.0,2.6,49.0,1273,0.023,51,33,87.0,0
1795,11,23.8,0.0,1.8,34.0,2000,0.019,32,20,108.0,0
1830,11,16.7,0.0,3.9,39.0,1563,0.031,45,25,95.0,0
1893,11,19.9,0.0,1.1,51.0,750,0.027,69,43,106.0,0
1936,11,16.8,0.0,4.2,16.0,1228,0.031,197,22,67.0,0
1981,11,12.5,0.0,3.6,42.0,1104,0.006,79,62,23.0,0
1982,11,13.3,0.0,1.6,40.0,1569,0.018,74,32,84.0,0
1987,11,15.6,0.0,2.7,49.0,1345,0.016,85,38,99.0,0
1989,11,18.3,0.0,0.8,58.0,941,0.018,56,24,88.0,0
1992,11,11.7,0.0,2.0,47.0,513,0.031,95,86,55.0,0
2019,11,17.5,0.0,3.1,56.0,1237,0.043,106,19,91.0,0
2036,11,17.2,0.0,0.2,52.0,1114,0.01,124,31,65.0,0
2054,11,20.6,0.0,3.5,63.0,1420,0.05,37,24,103.0,0
2061,11,12.0,0.0,2.1,76.0,342,0.017,66,60,87.0,0
2066,11,10.1,0.0,1.5,59.0,990,0.015,39,30,78.0,0
2089,11,23.3,0.0,1.2,53.0,1650,0.021,29,16,119.0,0
2112,11,14.5,0.0,2.7,41.0,1995,0.031,29,17,78.0,0
104,12,18.6,0.0,3.2,56.0,1276,0.05,51,24,120.0,0
148,12,18.6,0.0,1.4,57.0,788,0.042,74,43,116.0,0
171,12,18.3,0.0,5.3,37.0,1992,0.045,48,11,125.0,0
233,12,25.7,0.0,1.6,44.0,1144,0.02,49,30,119.0,0
285,12,25.3,0.0,2.6,39.0,1809,0.048,33,24,168.0,0
292,12,23.5,0.0,2.0,55.0,1788,0.027,26,18,138.0,0
353,12,24.7,0.0,2.7,31.0,2000,0.05,26,17,142.0,0
377,12,18.0,0.0,5.0,18.0,1268,0.037,163,16,77.0,0
390,12,23.7,0.0,2.6,36.0,1534,0.045,53,30,125.0,0
462,12,25.0,0.0,1.9,54.0,699,0.056,66,41,113.0,0
508,12,13.1,0.0,3.1,48.0,1012,0.016,70,57,22.0,0
526,12,21.8,0.0,3.6,47.0,1903,0.056,34,21,147.0,0
536,12,19.7,0.0,3.5,45.0,1307,0.053,124,21,80.0,0
560,12,17.3,0.0,7.7,37.0,1999,0.051,60,12,21.0,0
581,12,18.0,0.0,2.3,53.0,978,0.015,123,34,122.0,0
595,12,17.2,0.0,3.4,56.0,1478,0.035,34,24,19.0,0
663,12,21.9,0.0,2.6,41.0,1618,0.04,46,25,113.0,0
666,12,13.8,0.0,2.8,42.0,516,0.031,104,89,82.0,0
690,12,21.4,0.0,3.0,46.0,565,0.064,213,57,104.0,0
791,12,26.1,0.0,2.4,36.0,1562,0.043,52,31,141.0,0
